id,created_at,author_id,author_username,suspended,deleted,text,conversation_id,is_retweet,status,reply_to_user_id,reply_to_username,hashtags,mentions
60a5bde8-2eb1-478b-8c79-d565d743f4a4,14/12/2023 15:47,1719628728970465280,ZaguriMor13184uid28,FALSE,FALSE,"@mmagadli קמפניים של שנאה והסתה של אוטו- אנטישמים אנרכיסטים יודנראטים עוכרי ישראל
בגיבוי השופרות בתשקורת המהונדסת וכנופיות שלטון החוק.
הציבור הוכיח שהוא מאוחד ועם אחד
נגד ההסתה הפילוג והשנאה
לא ניתן לכם שוב להקים ממשלת שמאל אחים מוסלמים תומכי אירגוני הטרור
על מנת למחוק כל זהות יהודית פה.",0,FALSE,valid,1.35E+18,mmagadli,[],['@mmagadli']
5ea3137d-41f2-4680-ad61-c2acdb111aad,13/12/2023 16:50,1719628728970465280,ZaguriMor13184uid28,FALSE,FALSE,"@ynetalerts מנסים לקדם עוד מדינת טרור של רוצחים.
בזמן שחיילי צה""ל נלחמים ומקריבים את חייהם במנהרות החמאס בעזה
מטרה אחת יש להם
למחוק כל זהות יהודית פה
קמפניים של שנאה והסתה של אוטו-אנטישמים אנרכיסטים יודנראטים עוכרי ישראל
בגיבוי השופרות בתשקורת המהונדסת וכנופיות שלטון החוק
כדיי לגרום לקרע בעם",0,FALSE,valid,33473850,ynetalerts,[],['@ynetalerts']
d7b6ee30-8137-4408-9fc7-8524c73e1d87,07/12/2023 5:17,1719628728970465280,ZaguriMor13184uid28,FALSE,FALSE,"@Haaretz לא יעזרו הקמפניים של השנאה והסתה של פושעי אוסלו אוטו-אנטישמים
יודנראטים בגיבוי השופרות בתשקורת המהונדסת וכנופיות שלטון החוק
הציבור יחד ומאוחד נגד ההסתה והפילוג
הציבור הימני הוא רוב וקובע לעצמו
לא ניתן לכם שוב להקים ממשלת שמאל אחים מוסלמים תומכי אירגוני הטרור
שיטבחו באזרחי ישראל.",0,FALSE,valid,35432497,Haaretz,[],['@Haaretz']
4126dc9a-1e1f-4138-aaa1-351e06adfbe7,07/12/2023 11:24,1719628728970465280,ZaguriMor13184uid28,FALSE,FALSE,"@thelitt80824365 אגב מישהו שמע בתשקורת או אצל האוטו-אנטישמים על החטופים או הקורבנות משדרות אופקים או מהמסיבה ?? אנרכיסטים אנטי דמוקרטים מנצלים את מצוקת המשפחות.
דואגים רק לאינטרסים שלהם ולתושבי הקיבוצים
אלו שהפגינו בעד גירוש תושבי גוש קטיף.
אלו שמקיימים טקסי זכרון למשפחות מחבלים בקיבוצים שלהם.",0,FALSE,valid,1.15E+18,thelitt80824365,[],['@thelitt80824365']
75bdf002-5471-41ff-acfe-d40371daa873,12/12/2023 11:31,1719628728970465280,ZaguriMor13184uid29,FALSE,FALSE,"קמפניים של שקרים והסתה של אוטו-אנטישמים אנרכיסטים יודנראטים עוכרי ישראל
מנסים לקדם עוד מדינת טרור של רוצחים
בזמן שחיילי צה""ל נלחמים ומקריבים את חייהם בעזה
מסכנים בכוונה את החטופים
כדיי למחוק כל זהות יהודית פה
בגיבוי השופרות בתשקורת המהונדסת
וכנופיות שלטון החוק
כדיי לגרום לקרע בעם",0,FALSE,valid,,,[],[]
d8cf91d8-99a6-46f6-bb7f-4de6aa42770a,11/12/2023 9:07,1719628728970465280,ZaguriMor13184uid29,FALSE,FALSE,"@PeaceNowIL קמפניים של שנאה והסתה של אוטו- אנטישמים אנרכיסטים יודנראטים עוכרי ישראל
בגיבוי השופרות בתשקורת המהונדסת וכנופיות שלטון החוק.
הציבור הוכיח שהוא מאוחד ועם אחד נגד ההסתה הפילוג והשנאה
לא ניתן לכם שוב להקים ממשלת שמאל אחים מוסלמים תומכי אירגוני הטרור
על מנת למחוק כל זהות יהודית פה.",0,FALSE,valid,52449782,PeaceNowIL,[],['@PeaceNowIL']
4bc82ff0-8def-4765-8a3d-dfe1b87d6d12,16/12/2023 6:49,1719628728970465280,ZaguriMor13184uid29,FALSE,FALSE,"@lirishavit מה הם לא יעשו כדיי להציל את החמאס
ויחיא סינוואר
מנצלים את מצוקת משפחות החטופים והשכולות באופן ציני ואכזרי
קמפיניים של שנאה הסתה ופילוג
בגיבוי השופרות בתשקורת המהונדסת
בזמן שחיילי צה""ל נלחמים בעזה
המשפחות לא מעניינות אותם
כל רצונם הוא כאוס וקרע בעם
הציבור חזק מאד ומאוחד נגד האופל.",0,FALSE,valid,1.24E+18,lirishavit,[],['@lirishavit']
8a502632-67a6-4392-aec4-5305dcf4eb36,06/12/2023 10:53,1719628728970465280,ZaguriMor13184uid29,FALSE,FALSE,"@rozolyo לא יעזרו הקמפניים של השנאה והסתה של פושעי אוסלו אוטו-אנטישמים
יודנראטים בגיבוי השופרות בתשקורת המהונדסת וכנופיות שלטון החוק
הציבור יחד ומאוחד נגד ההסתה והפילוג
הציבור הימני הוא רוב וקובע לעצמו
לא ניתן לכם שוב להקים ממשלת שמאל אחים מוסלמים תומכי אירגוני הטרור
שיטבחו באזרחי ישראל.",0,FALSE,valid,1.25E+18,rozolyo,[],['@rozolyo']
64aac0b5-999b-436c-b63f-0ed03ce8c93b,16/12/2023 12:45,1719628728970465280,ZaguriMor13184uid29,FALSE,FALSE,"@kann_news @yaara_shapira מקריבים את חיילי צה""ל לחמאס
כדיי להציל את החמאס וסינוואר
מנצלים את מצוקת משפחות החטופים והשכולות
באופן ציני ואכזרי
קמפיניים של שנאה הסתה  בגיבוי השופרות בתשקורת המהונדסת
בזמן שחיילי צה""ל נלחמים.
המשפחות לא מעניינות אותם
כל רצונם הוא כאוס וקרע בעם
הציבור חזק מאד ומאוחד נגד האופל.",0,FALSE,valid,8.49E+17,kann_news,[],['@kann_news' '@yaara_shapira']
eee7b5ee-6a10-4d84-9b9e-bc3e660eb9ae,06/12/2023 6:09,1719628728970465280,ZaguriMor13184uid29,FALSE,FALSE,"אגב מישהו שמע בתשקורת או האוטו אנטישמים
על החטופים או הקורבנות משדרות או אופקים או מהמסיבה ??
רק מהקיבוצים נחטפו ??
אלו שהפגינו בצומת יד מרדכי בעד גירוש תושבי גוש קטיף מהבית שלהם ???
אלו שמקיימים כל שנה טקסי זכרון אלטרנטיבים למשפחות מחבלים רוצחים בקיבוצים שלהם ?
אותם החמאס שיחרר",0,FALSE,valid,,,[],[]
